created	updated	index_name	status	message	total	count	limit	offset	fields__name	fields__type	records__id	records__country	records__state	records__city	records__station	records__last_update	records__pollutant_id	records__pollutant_min	records__pollutant_max	records__pollutant_avg	records__pollutant_unit	version
											205	India	Delhi	Delhi	"Sonia Vihar, Delhi - DPCC"	23-04-2018 05:00:00	NO2	NA	NA	NA		
											206	India	Delhi	Delhi	"Sonia Vihar, Delhi - DPCC"	23-04-2018 05:00:00	NH3	NA	NA	NA		
											207	India	Delhi	Delhi	"Sonia Vihar, Delhi - DPCC"	23-04-2018 05:00:00	SO2	NA	NA	NA		
											208	India	Delhi	Delhi	"Sonia Vihar, Delhi - DPCC"	23-04-2018 05:00:00	CO	15	28	18		
											209	India	Delhi	Delhi	"Sonia Vihar, Delhi - DPCC"	23-04-2018 05:00:00	OZONE	197	272	262		
											210	India	Delhi	Delhi	"Vivek Vihar, Delhi - DPCC"	23-04-2018 05:00:00	PM2.5	NA	NA	NA		
											211	India	Delhi	Delhi	"Vivek Vihar, Delhi - DPCC"	23-04-2018 05:00:00	PM10	NA	NA	NA		
											212	India	Delhi	Delhi	"Vivek Vihar, Delhi - DPCC"	23-04-2018 05:00:00	NO2	NA	NA	NA		
											213	India	Delhi	Delhi	"Vivek Vihar, Delhi - DPCC"	23-04-2018 05:00:00	NH3	NA	NA	NA		
											214	India	Delhi	Delhi	"Vivek Vihar, Delhi - DPCC"	23-04-2018 05:00:00	SO2	NA	NA	NA		
											215	India	Delhi	Delhi	"Vivek Vihar, Delhi - DPCC"	23-04-2018 05:00:00	CO	29	65	34		
											216	India	Delhi	Delhi	"Vivek Vihar, Delhi - DPCC"	23-04-2018 05:00:00	OZONE	30	159	138		
											217	India	Delhi	Delhi	"Wazirpur, Delhi - DPCC"	23-04-2018 05:00:00	PM2.5	NA	NA	NA		
											218	India	Delhi	Delhi	"Wazirpur, Delhi - DPCC"	23-04-2018 05:00:00	PM10	NA	NA	NA		
											219	India	Delhi	Delhi	"Wazirpur, Delhi - DPCC"	23-04-2018 05:00:00	NO2	NA	NA	NA		
											220	India	Delhi	Delhi	"Wazirpur, Delhi - DPCC"	23-04-2018 05:00:00	NH3	NA	NA	NA		
											221	India	Delhi	Delhi	"Wazirpur, Delhi - DPCC"	23-04-2018 05:00:00	SO2	NA	NA	NA		
											222	India	Delhi	Delhi	"Wazirpur, Delhi - DPCC"	23-04-2018 05:00:00	CO	9	50	11		
											223	India	Delhi	Delhi	"Wazirpur, Delhi - DPCC"	23-04-2018 05:00:00	OZONE	6	128	110		
											224	India	Gujarat	Ahmedabad	"Maninagar, Ahmedabad - GPCB"	23-04-2018 05:00:00	PM2.5	34	170	99		
											225	India	Gujarat	Ahmedabad	"Maninagar, Ahmedabad - GPCB"	23-04-2018 05:00:00	NO2	23	216	96		
											226	India	Gujarat	Ahmedabad	"Maninagar, Ahmedabad - GPCB"	23-04-2018 05:00:00	SO2	4	52	20		
											227	India	Gujarat	Ahmedabad	"Maninagar, Ahmedabad - GPCB"	23-04-2018 05:00:00	CO	7	129	32		
											228	India	Gujarat	Ahmedabad	"Maninagar, Ahmedabad - GPCB"	23-04-2018 05:00:00	OZONE	114	144	128		
											229	India	Haryana	Faridabad	"Sector- 16A, Faridabad, Haryana - HSPCB"	23-04-2018 05:00:00	PM2.5	43	460	148		
											230	India	Haryana	Faridabad	"Sector- 16A, Faridabad, Haryana - HSPCB"	23-04-2018 05:00:00	NO2	56	126	104		
											231	India	Haryana	Faridabad	"Sector- 16A, Faridabad, Haryana - HSPCB"	23-04-2018 05:00:00	SO2	7	43	18		
											232	India	Haryana	Faridabad	"Sector- 16A, Faridabad, Haryana - HSPCB"	23-04-2018 05:00:00	OZONE	23	119	101		
											233	India	Haryana	Gurgaon	"Vikas Sadan, Gurgaon, Haryana - HSPCB"	23-04-2018 05:00:00	PM2.5	288	500	380		
											234	India	Haryana	Gurgaon	"Vikas Sadan, Gurgaon, Haryana - HSPCB"	23-04-2018 05:00:00	NO2	28	36	33		
											235	India	Haryana	Gurgaon	"Vikas Sadan, Gurgaon, Haryana - HSPCB"	23-04-2018 05:00:00	SO2	10	55	29		
											236	India	Haryana	Gurgaon	"Vikas Sadan, Gurgaon, Haryana - HSPCB"	23-04-2018 05:00:00	CO	11	53	37		
											237	India	Haryana	Gurgaon	"Vikas Sadan, Gurgaon, Haryana - HSPCB"	23-04-2018 05:00:00	OZONE	45	150	130		
											238	India	Haryana	Panchkula	"Sector-6, Panchkula - HSPCB "	23-04-2018 05:00:00	PM2.5	NA	NA	NA		
											239	India	Haryana	Panchkula	"Sector-6, Panchkula - HSPCB "	23-04-2018 05:00:00	NO2	NA	NA	NA		
											240	India	Haryana	Panchkula	"Sector-6, Panchkula - HSPCB "	23-04-2018 05:00:00	SO2	NA	NA	NA		
											241	India	Haryana	Panchkula	"Sector-6, Panchkula - HSPCB "	23-04-2018 05:00:00	CO	39	39	39		
											242	India	Haryana	Panchkula	"Sector-6, Panchkula - HSPCB "	23-04-2018 05:00:00	OZONE	69	69	69		
											243	India	Haryana	Rohtak	"MD University, Rohtak, Haryana - HSPCB"	23-04-2018 05:00:00	PM2.5	17	352	138		
											244	India	Haryana	Rohtak	"MD University, Rohtak, Haryana - HSPCB"	23-04-2018 05:00:00	NO2	17	19	19		
											245	India	Haryana	Rohtak	"MD University, Rohtak, Haryana - HSPCB"	23-04-2018 05:00:00	SO2	3	111	29		
											246	India	Haryana	Rohtak	"MD University, Rohtak, Haryana - HSPCB"	23-04-2018 05:00:00	CO	12	85	48		
											247	India	Haryana	Rohtak	"MD University, Rohtak, Haryana - HSPCB"	23-04-2018 05:00:00	OZONE	22	30	26		
											248	India	Jharkhand	Jorapokhar	"Tata Stadium, Jorapokhar - JSPCB"	23-04-2018 05:00:00	PM10	NA	NA	NA		
											249	India	Jharkhand	Jorapokhar	"Tata Stadium, Jorapokhar - JSPCB"	23-04-2018 05:00:00	NO2	NA	NA	NA		
											250	India	Jharkhand	Jorapokhar	"Tata Stadium, Jorapokhar - JSPCB"	23-04-2018 05:00:00	NH3	NA	NA	NA		
											251	India	Jharkhand	Jorapokhar	"Tata Stadium, Jorapokhar - JSPCB"	23-04-2018 05:00:00	SO2	NA	NA	NA		
											252	India	Jharkhand	Jorapokhar	"Tata Stadium, Jorapokhar - JSPCB"	23-04-2018 05:00:00	CO	3	56	18		
											253	India	Jharkhand	Jorapokhar	"Tata Stadium, Jorapokhar - JSPCB"	23-04-2018 05:00:00	OZONE	50	54	53		
											254	India	Karnataka	Bengaluru	"BWSSB Kadabesanahalli, Bengaluru - CPCB"	23-04-2018 05:00:00	PM2.5	16	295	72		
											255	India	Karnataka	Bengaluru	"BWSSB Kadabesanahalli, Bengaluru - CPCB"	23-04-2018 05:00:00	NO2	9	64	25		
											256	India	Karnataka	Bengaluru	"BWSSB Kadabesanahalli, Bengaluru - CPCB"	23-04-2018 05:00:00	SO2	3	6	5		
											257	India	Karnataka	Bengaluru	"BWSSB Kadabesanahalli, Bengaluru - CPCB"	23-04-2018 05:00:00	CO	33	57	37		
											258	India	Karnataka	Bengaluru	"BWSSB Kadabesanahalli, Bengaluru - CPCB"	23-04-2018 05:00:00	OZONE	1	47	31		
											259	India	Karnataka	Bengaluru	"City Railway Station, Bengaluru - KSPCB"	23-04-2018 05:00:00	PM10	32	170	111		
											260	India	Karnataka	Bengaluru	"City Railway Station, Bengaluru - KSPCB"	23-04-2018 05:00:00	NO2	8	88	43		
											261	India	Karnataka	Bengaluru	"City Railway Station, Bengaluru - KSPCB"	23-04-2018 05:00:00	SO2	2	17	9		
											262	India	Karnataka	Bengaluru	"City Railway Station, Bengaluru - KSPCB"	23-04-2018 05:00:00	CO	31	81	60		
											263	India	Karnataka	Bengaluru	"Peenya, Bengaluru - CPCB"	23-04-2018 05:00:00	PM2.5	16	246	52		
											264	India	Karnataka	Bengaluru	"Peenya, Bengaluru - CPCB"	23-04-2018 05:00:00	NO2	10	25	15		
											265	India	Karnataka	Bengaluru	"Peenya, Bengaluru - CPCB"	23-04-2018 05:00:00	NH3	11	13	12		
											266	India	Karnataka	Bengaluru	"Peenya, Bengaluru - CPCB"	23-04-2018 05:00:00	SO2	3	12	7		
											267	India	Karnataka	Bengaluru	"Peenya, Bengaluru - CPCB"	23-04-2018 05:00:00	CO	6	108	30		
											268	India	Karnataka	Bengaluru	"Sanegurava Halli, Bengaluru - KSPCB"	23-04-2018 05:00:00	PM10	NA	NA	NA		
											269	India	Karnataka	Bengaluru	"Sanegurava Halli, Bengaluru - KSPCB"	23-04-2018 05:00:00	NO2	NA	NA	NA		
											270	India	Karnataka	Bengaluru	"Sanegurava Halli, Bengaluru - KSPCB"	23-04-2018 05:00:00	SO2	NA	NA	NA		
											271	India	Karnataka	Bengaluru	"Sanegurava Halli, Bengaluru - KSPCB"	23-04-2018 05:00:00	CO	41	41	41		
											272	India	Kerala	Thiruvananthapuram	"Plammoodu, Thiruvananthapuram - Kerala PCB"	23-04-2018 05:00:00	PM2.5	32	58	44		
											273	India	Kerala	Thiruvananthapuram	"Plammoodu, Thiruvananthapuram - Kerala PCB"	23-04-2018 05:00:00	PM10	44	72	57		
											274	India	Kerala	Thiruvananthapuram	"Plammoodu, Thiruvananthapuram - Kerala PCB"	23-04-2018 05:00:00	NO2	7	31	17		
											275	India	Kerala	Thiruvananthapuram	"Plammoodu, Thiruvananthapuram - Kerala PCB"	23-04-2018 05:00:00	NH3	1	1	1		
											276	India	Kerala	Thiruvananthapuram	"Plammoodu, Thiruvananthapuram - Kerala PCB"	23-04-2018 05:00:00	SO2	6	12	8		
											277	India	Kerala	Thiruvananthapuram	"Plammoodu, Thiruvananthapuram - Kerala PCB"	23-04-2018 05:00:00	CO	27	80	50		
											278	India	Kerala	Thiruvananthapuram	"Plammoodu, Thiruvananthapuram - Kerala PCB"	23-04-2018 05:00:00	OZONE	14	72	64		
											279	India	Madhya Pradesh	Dewas	"Bhopal Chauraha, Dewas - MPPCB"	23-04-2018 05:00:00	PM2.5	41	155	78		
											280	India	Madhya Pradesh	Dewas	"Bhopal Chauraha, Dewas - MPPCB"	23-04-2018 05:00:00	PM10	103	297	165		
											281	India	Madhya Pradesh	Dewas	"Bhopal Chauraha, Dewas - MPPCB"	23-04-2018 05:00:00	NO2	7	77	26		
											282	India	Madhya Pradesh	Dewas	"Bhopal Chauraha, Dewas - MPPCB"	23-04-2018 05:00:00	NH3	2	3	3		
											283	India	Madhya Pradesh	Dewas	"Bhopal Chauraha, Dewas - MPPCB"	23-04-2018 05:00:00	SO2	4	14	8		
											284	India	Madhya Pradesh	Dewas	"Bhopal Chauraha, Dewas - MPPCB"	23-04-2018 05:00:00	CO	20	84	25		
											285	India	Madhya Pradesh	Dewas	"Bhopal Chauraha, Dewas - MPPCB"	23-04-2018 05:00:00	OZONE	43	139	120		
											286	India	Madhya Pradesh	Mandideep	"Sector-D Industrial Area, Mandideep - MPPCB"	23-04-2018 05:00:00	PM2.5	56	360	206		
											287	India	Madhya Pradesh	Mandideep	"Sector-D Industrial Area, Mandideep - MPPCB"	23-04-2018 05:00:00	PM10	129	350	212		
											288	India	Madhya Pradesh	Mandideep	"Sector-D Industrial Area, Mandideep - MPPCB"	23-04-2018 05:00:00	NO2	5	47	23		
											289	India	Madhya Pradesh	Mandideep	"Sector-D Industrial Area, Mandideep - MPPCB"	23-04-2018 05:00:00	NH3	1	4	3		
											290	India	Madhya Pradesh	Mandideep	"Sector-D Industrial Area, Mandideep - MPPCB"	23-04-2018 05:00:00	SO2	NA	NA	NA		
											291	India	Madhya Pradesh	Mandideep	"Sector-D Industrial Area, Mandideep - MPPCB"	23-04-2018 05:00:00	CO	40	104	57		
											292	India	Madhya Pradesh	Mandideep	"Sector-D Industrial Area, Mandideep - MPPCB"	23-04-2018 05:00:00	OZONE	6	118	100		
											293	India	Madhya Pradesh	Pithampur	"Sector-2 Industrial Area, Pithampur - MPPCB"	23-04-2018 05:00:00	PM2.5	47	224	91		
											294	India	Madhya Pradesh	Pithampur	"Sector-2 Industrial Area, Pithampur - MPPCB"	23-04-2018 05:00:00	PM10	117	209	158		
											295	India	Madhya Pradesh	Pithampur	"Sector-2 Industrial Area, Pithampur - MPPCB"	23-04-2018 05:00:00	NO2	2	13	6		
											296	India	Madhya Pradesh	Pithampur	"Sector-2 Industrial Area, Pithampur - MPPCB"	23-04-2018 05:00:00	NH3	3	4	3		
											297	India	Madhya Pradesh	Pithampur	"Sector-2 Industrial Area, Pithampur - MPPCB"	23-04-2018 05:00:00	SO2	3	10	6		
											298	India	Madhya Pradesh	Pithampur	"Sector-2 Industrial Area, Pithampur - MPPCB"	23-04-2018 05:00:00	CO	18	67	32		
											299	India	Madhya Pradesh	Pithampur	"Sector-2 Industrial Area, Pithampur - MPPCB"	23-04-2018 05:00:00	OZONE	63	113	102		
											300	India	Madhya Pradesh	Satna	"Bandhavgar Colony, Satna - MPPCB"	23-04-2018 05:00:00	PM2.5	6	481	39		
											301	India	Madhya Pradesh	Satna	"Bandhavgar Colony, Satna - MPPCB"	23-04-2018 05:00:00	PM10	80	179	113		
											302	India	Madhya Pradesh	Satna	"Bandhavgar Colony, Satna - MPPCB"	23-04-2018 05:00:00	SO2	6	9	8		
											303	India	Madhya Pradesh	Satna	"Bandhavgar Colony, Satna - MPPCB"	23-04-2018 05:00:00	CO	35	74	68		
											304	India	Madhya Pradesh	Singrauli	"Vindhyachal STPS, Singrauli - MPPCB"	23-04-2018 05:00:00	PM2.5	48	316	187		
											305	India	Madhya Pradesh	Singrauli	"Vindhyachal STPS, Singrauli - MPPCB"	23-04-2018 05:00:00	PM10	144	442	311		
											306	India	Madhya Pradesh	Singrauli	"Vindhyachal STPS, Singrauli - MPPCB"	23-04-2018 05:00:00	NO2	11	100	52		
											307	India	Madhya Pradesh	Singrauli	"Vindhyachal STPS, Singrauli - MPPCB"	23-04-2018 05:00:00	NH3	4	10	7		
											308	India	Madhya Pradesh	Singrauli	"Vindhyachal STPS, Singrauli - MPPCB"	23-04-2018 05:00:00	SO2	NA	NA	NA		
											309	India	Madhya Pradesh	Singrauli	"Vindhyachal STPS, Singrauli - MPPCB"	23-04-2018 05:00:00	CO	26	101	64		
											310	India	Madhya Pradesh	Singrauli	"Vindhyachal STPS, Singrauli - MPPCB"	23-04-2018 05:00:00	OZONE	5	44	35		
											311	India	Madhya Pradesh	Ujjain	"Mahakaleshwar Temple, Ujjain - MPPCB"	23-04-2018 05:00:00	PM2.5	38	188	89		
											312	India	Madhya Pradesh	Ujjain	"Mahakaleshwar Temple, Ujjain - MPPCB"	23-04-2018 05:00:00	PM10	103	253	168		
											313	India	Madhya Pradesh	Ujjain	"Mahakaleshwar Temple, Ujjain - MPPCB"	23-04-2018 05:00:00	NO2	6	54	23		
											314	India	Madhya Pradesh	Ujjain	"Mahakaleshwar Temple, Ujjain - MPPCB"	23-04-2018 05:00:00	NH3	4	8	6		
											315	India	Madhya Pradesh	Ujjain	"Mahakaleshwar Temple, Ujjain - MPPCB"	23-04-2018 05:00:00	SO2	4	12	8		
											316	India	Madhya Pradesh	Ujjain	"Mahakaleshwar Temple, Ujjain - MPPCB"	23-04-2018 05:00:00	CO	33	79	40		
											317	India	Madhya Pradesh	Ujjain	"Mahakaleshwar Temple, Ujjain - MPPCB"	23-04-2018 05:00:00	OZONE	53	193	188		
											318	India	Maharashtra	Aurangabad	"More Chowk Waluj, Aurangabad - MPCB"	23-04-2018 05:00:00	PM2.5	47	202	88		
											319	India	Maharashtra	Aurangabad	"More Chowk Waluj, Aurangabad - MPCB"	23-04-2018 05:00:00	PM10	72	158	111		
											320	India	Maharashtra	Aurangabad	"More Chowk Waluj, Aurangabad - MPCB"	23-04-2018 05:00:00	NO2	13	25	18		
											321	India	Maharashtra	Aurangabad	"More Chowk Waluj, Aurangabad - MPCB"	23-04-2018 05:00:00	NH3	NA	NA	NA		
											322	India	Maharashtra	Aurangabad	"More Chowk Waluj, Aurangabad - MPCB"	23-04-2018 05:00:00	SO2	NA	NA	NA		
											323	India	Maharashtra	Aurangabad	"More Chowk Waluj, Aurangabad - MPCB"	23-04-2018 05:00:00	CO	14	28	20		
											324	India	Maharashtra	Aurangabad	"More Chowk Waluj, Aurangabad - MPCB"	23-04-2018 05:00:00	OZONE	111	125	118		
											325	India	Maharashtra	Chandrapur	"Chandrapur, Chandrapur - MPCB"	23-04-2018 05:00:00	PM2.5	45	146	76		
											326	India	Maharashtra	Chandrapur	"Chandrapur, Chandrapur - MPCB"	23-04-2018 05:00:00	PM10	66	172	107		
											327	India	Maharashtra	Chandrapur	"Chandrapur, Chandrapur - MPCB"	23-04-2018 05:00:00	NO2	20	33	22		
											328	India	Maharashtra	Chandrapur	"Chandrapur, Chandrapur - MPCB"	23-04-2018 05:00:00	NH3	7	15	11		
											329	India	Maharashtra	Chandrapur	"Chandrapur, Chandrapur - MPCB"	23-04-2018 05:00:00	SO2	9	32	12		
											330	India	Maharashtra	Chandrapur	"Chandrapur, Chandrapur - MPCB"	23-04-2018 05:00:00	CO	1	37	13		
											331	India	Maharashtra	Chandrapur	"Chandrapur, Chandrapur - MPCB"	23-04-2018 05:00:00	OZONE	9	15	12		
											332	India	Maharashtra	Chandrapur	"MIDC Khutala, Chandrapur - MPCB"	23-04-2018 05:00:00	PM10	65	149	102		
											333	India	Maharashtra	Chandrapur	"MIDC Khutala, Chandrapur - MPCB"	23-04-2018 05:00:00	NO2	6	18	11		
											334	India	Maharashtra	Chandrapur	"MIDC Khutala, Chandrapur - MPCB"	23-04-2018 05:00:00	NH3	1	2	2		
											335	India	Maharashtra	Chandrapur	"MIDC Khutala, Chandrapur - MPCB"	23-04-2018 05:00:00	SO2	1	9	3		
											336	India	Maharashtra	Chandrapur	"MIDC Khutala, Chandrapur - MPCB"	23-04-2018 05:00:00	CO	28	59	34		
											337	India	Maharashtra	Chandrapur	"MIDC Khutala, Chandrapur - MPCB"	23-04-2018 05:00:00	OZONE	34	149	117		
											338	India	Maharashtra	Nagpur	"Opp GPO Civil Lines, Nagpur - MPCB"	23-04-2018 05:00:00	PM2.5	45	126	78		
											339	India	Maharashtra	Nagpur	"Opp GPO Civil Lines, Nagpur - MPCB"	23-04-2018 05:00:00	PM10	6	32	17		
											340	India	Maharashtra	Nagpur	"Opp GPO Civil Lines, Nagpur - MPCB"	23-04-2018 05:00:00	NO2	18	132	46		
											341	India	Maharashtra	Nagpur	"Opp GPO Civil Lines, Nagpur - MPCB"	23-04-2018 05:00:00	NH3	1	12	3		
											342	India	Maharashtra	Nagpur	"Opp GPO Civil Lines, Nagpur - MPCB"	23-04-2018 05:00:00	SO2	4	126	36		
											343	India	Maharashtra	Nagpur	"Opp GPO Civil Lines, Nagpur - MPCB"	23-04-2018 05:00:00	CO	18	122	54		
											344	India	Maharashtra	Nagpur	"Opp GPO Civil Lines, Nagpur - MPCB"	23-04-2018 05:00:00	OZONE	5	116	87		
											345	India	Maharashtra	Nashik	"Gangapur Road, Nashik - MPCB"	23-04-2018 05:00:00	PM2.5	53	106	73		
											346	India	Maharashtra	Nashik	"Gangapur Road, Nashik - MPCB"	23-04-2018 05:00:00	PM10	58	101	76		
											347	India	Maharashtra	Nashik	"Gangapur Road, Nashik - MPCB"	23-04-2018 05:00:00	NO2	12	38	22		
											348	India	Maharashtra	Nashik	"Gangapur Road, Nashik - MPCB"	23-04-2018 05:00:00	NH3	2	5	4		
											349	India	Maharashtra	Nashik	"Gangapur Road, Nashik - MPCB"	23-04-2018 05:00:00	SO2	1	13	6		
											350	India	Maharashtra	Nashik	"Gangapur Road, Nashik - MPCB"	23-04-2018 05:00:00	CO	3	30	15		
											351	India	Maharashtra	Nashik	"Gangapur Road, Nashik - MPCB"	23-04-2018 05:00:00	OZONE	47	154	154		
											352	India	Maharashtra	Navi Mumbai	"Airoli, Navi Mumbai - MPCB"	23-04-2018 05:00:00	PM10	49	125	94		
											353	India	Maharashtra	Navi Mumbai	"Airoli, Navi Mumbai - MPCB"	23-04-2018 05:00:00	SO2	28	33	31		
											354	India	Maharashtra	Navi Mumbai	"Airoli, Navi Mumbai - MPCB"	23-04-2018 05:00:00	CO	77	85	82		
											355	India	Maharashtra	Pune	"Karve Road Pune, Pune - MPCB"	23-04-2018 05:00:00	PM2.5	39	97	64		
											356	India	Maharashtra	Pune	"Karve Road Pune, Pune - MPCB"	23-04-2018 05:00:00	PM10	58	130	93		
											357	India	Maharashtra	Pune	"Karve Road Pune, Pune - MPCB"	23-04-2018 05:00:00	NO2	16	35	26		
											358	India	Maharashtra	Pune	"Karve Road Pune, Pune - MPCB"	23-04-2018 05:00:00	SO2	39	86	65		
											359	India	Maharashtra	Pune	"Karve Road Pune, Pune - MPCB"	23-04-2018 05:00:00	CO	41	65	48		
											360	India	Maharashtra	Pune	"Karve Road Pune, Pune - MPCB"	23-04-2018 05:00:00	OZONE	9	19	16		
											361	India	Maharashtra	Solapur	"Solapur, Solapur - MPCB"	23-04-2018 05:00:00	PM2.5	27	82	56		
											362	India	Maharashtra	Solapur	"Solapur, Solapur - MPCB"	23-04-2018 05:00:00	PM10	70	158	100		
											363	India	Maharashtra	Solapur	"Solapur, Solapur - MPCB"	23-04-2018 05:00:00	NO2	10	54	29		
											364	India	Maharashtra	Solapur	"Solapur, Solapur - MPCB"	23-04-2018 05:00:00	SO2	24	27	25		
											365	India	Maharashtra	Solapur	"Solapur, Solapur - MPCB"	23-04-2018 05:00:00	CO	47	86	66		
											366	India	Maharashtra	Solapur	"Solapur, Solapur - MPCB"	23-04-2018 05:00:00	OZONE	31	196	196		
											367	India	Maharashtra	Thane	"Pimpleshwar Mandir, Thane - MPCB"	23-04-2018 05:00:00	PM2.5	36	137	68		
											368	India	Maharashtra	Thane	"Pimpleshwar Mandir, Thane - MPCB"	23-04-2018 05:00:00	PM10	102	221	141		
											369	India	Maharashtra	Thane	"Pimpleshwar Mandir, Thane - MPCB"	23-04-2018 05:00:00	NO2	28	106	77		
											370	India	Maharashtra	Thane	"Pimpleshwar Mandir, Thane - MPCB"	23-04-2018 05:00:00	NH3	13	63	37		
											371	India	Maharashtra	Thane	"Pimpleshwar Mandir, Thane - MPCB"	23-04-2018 05:00:00	SO2	4	86	16		
											372	India	Maharashtra	Thane	"Pimpleshwar Mandir, Thane - MPCB"	23-04-2018 05:00:00	CO	13	76	35		
											373	India	Maharashtra	Thane	"Pimpleshwar Mandir, Thane - MPCB"	23-04-2018 05:00:00	OZONE	1	96	56		
											374	India	Odisha	Brajrajnagar	"GM Office, Brajrajnagar - OSPCB"	23-04-2018 05:00:00	PM2.5	56	318	154		
											375	India	Odisha	Brajrajnagar	"GM Office, Brajrajnagar - OSPCB"	23-04-2018 05:00:00	PM10	99	331	163		
											376	India	Odisha	Brajrajnagar	"GM Office, Brajrajnagar - OSPCB"	23-04-2018 05:00:00	NO2	13	49	26		
											377	India	Odisha	Brajrajnagar	"GM Office, Brajrajnagar - OSPCB"	23-04-2018 05:00:00	NH3	2	3	3		
											378	India	Odisha	Brajrajnagar	"GM Office, Brajrajnagar - OSPCB"	23-04-2018 05:00:00	SO2	15	19	16		
											379	India	Odisha	Brajrajnagar	"GM Office, Brajrajnagar - OSPCB"	23-04-2018 05:00:00	CO	114	126	115		
											380	India	Odisha	Brajrajnagar	"GM Office, Brajrajnagar - OSPCB"	23-04-2018 05:00:00	OZONE	4	35	28		
											381	India	Odisha	Talcher	"Talcher Coalfields,Talcher - OSPCB"	23-04-2018 05:00:00	PM2.5	1	359	81		
											382	India	Odisha	Talcher	"Talcher Coalfields,Talcher - OSPCB"	23-04-2018 05:00:00	PM10	11	302	62		
											383	India	Odisha	Talcher	"Talcher Coalfields,Talcher - OSPCB"	23-04-2018 05:00:00	NO2	NA	NA	NA		
											384	India	Odisha	Talcher	"Talcher Coalfields,Talcher - OSPCB"	23-04-2018 05:00:00	NH3	6	8	7		
											385	India	Odisha	Talcher	"Talcher Coalfields,Talcher - OSPCB"	23-04-2018 05:00:00	SO2	57	82	68		
											386	India	Odisha	Talcher	"Talcher Coalfields,Talcher - OSPCB"	23-04-2018 05:00:00	CO	76	101	83		
											387	India	Odisha	Talcher	"Talcher Coalfields,Talcher - OSPCB"	23-04-2018 05:00:00	OZONE	3	40	23		
											388	India	Punjab	Amritsar	"Golden Temple, Amritsar - PPCB"	23-04-2018 05:00:00	PM2.5	31	75	52		
											389	India	Punjab	Amritsar	"Golden Temple, Amritsar - PPCB"	23-04-2018 05:00:00	PM10	74	118	98		
											390	India	Punjab	Amritsar	"Golden Temple, Amritsar - PPCB"	23-04-2018 05:00:00	NO2	11	11	11		
											391	India	Punjab	Amritsar	"Golden Temple, Amritsar - PPCB"	23-04-2018 05:00:00	NH3	2	2	2		
											392	India	Punjab	Amritsar	"Golden Temple, Amritsar - PPCB"	23-04-2018 05:00:00	SO2	3	7	6		
											393	India	Punjab	Amritsar	"Golden Temple, Amritsar - PPCB"	23-04-2018 05:00:00	CO	23	56	38		
											394	India	Punjab	Jalandhar	"Civil Line, Jalandhar - PPCB"	23-04-2018 05:00:00	PM2.5	80	187	119		
											395	India	Punjab	Jalandhar	"Civil Line, Jalandhar - PPCB"	23-04-2018 05:00:00	PM10	80	128	104		
											396	India	Punjab	Jalandhar	"Civil Line, Jalandhar - PPCB"	23-04-2018 05:00:00	NO2	15	56	27		
											397	India	Punjab	Jalandhar	"Civil Line, Jalandhar - PPCB"	23-04-2018 05:00:00	NH3	1	2	2		
											398	India	Punjab	Jalandhar	"Civil Line, Jalandhar - PPCB"	23-04-2018 05:00:00	CO	37	64	45		
											399	India	Punjab	Jalandhar	"Civil Line, Jalandhar - PPCB"	23-04-2018 05:00:00	OZONE	11	55	23		
											400	India	Punjab	Khanna	"Kalal Majra, Khanna - PPCB"	23-04-2018 05:00:00	PM2.5	NA	NA	NA		
											401	India	Punjab	Khanna	"Kalal Majra, Khanna - PPCB"	23-04-2018 05:00:00	PM10	NA	NA	NA		
											402	India	Punjab	Khanna	"Kalal Majra, Khanna - PPCB"	23-04-2018 05:00:00	SO2	NA	NA	NA		
											403	India	Punjab	Khanna	"Kalal Majra, Khanna - PPCB"	23-04-2018 05:00:00	CO	NA	NA	NA		
											404	India	Punjab	Ludhiana	"Punjab Agricultural University, Ludhiana - PPCB"	23-04-2018 05:00:00	PM2.5	48	100	75		
											405	India	Punjab	Ludhiana	"Punjab Agricultural University, Ludhiana - PPCB"	23-04-2018 05:00:00	PM10	64	137	105		
											406	India	Punjab	Ludhiana	"Punjab Agricultural University, Ludhiana - PPCB"	23-04-2018 05:00:00	NO2	25	25	25		
											407	India	Punjab	Ludhiana	"Punjab Agricultural University, Ludhiana - PPCB"	23-04-2018 05:00:00	NH3	2	2	2		
											408	India	Punjab	Ludhiana	"Punjab Agricultural University, Ludhiana - PPCB"	23-04-2018 05:00:00	SO2	2	21	7		
											409	India	Punjab	Ludhiana	"Punjab Agricultural University, Ludhiana - PPCB"	23-04-2018 05:00:00	CO	24	43	33		
											410	India	Punjab	Mandi Gobindgarh	"RIMT University, Mandi Gobindgarh - PPCB"	23-04-2018 05:00:00	PM2.5	80	379	286		
											411	India	Punjab	Mandi Gobindgarh	"RIMT University, Mandi Gobindgarh - PPCB"	23-04-2018 05:00:00	PM10	110	264	196		
											412	India	Punjab	Mandi Gobindgarh	"RIMT University, Mandi Gobindgarh - PPCB"	23-04-2018 05:00:00	NO2	NA	NA	NA		
											413	India	Punjab	Mandi Gobindgarh	"RIMT University, Mandi Gobindgarh - PPCB"	23-04-2018 05:00:00	NH3	NA	NA	NA		
											414	India	Punjab	Mandi Gobindgarh	"RIMT University, Mandi Gobindgarh - PPCB"	23-04-2018 05:00:00	SO2	28	124	68		
